Date,Month,Month_Label,Year,Department,Region,Product_Category,Revenue_Actual,Revenue_Budget,Revenue_Variance,Cost_Actual,Cost_Budget,Cost_Variance,Profit_Actual,Profit_Budget,Profit_Variance,Headcount,Currency
2023-03-01,2023-03,Mar 2023,2023,Finance,Middle East,Support Services,240733.02,224338.4,16394.62,128907.24,142761.34,-13854.1,111825.78,81577.06,30248.72,11,USD
2023-03-01,2023-03,Mar 2023,2023,Finance,Middle East,Training,333487.41,281789.49,51697.92,187542.47,186465.25,1077.22,145944.94,95324.24,50620.7,18,USD
2023-03-01,2023-03,Mar 2023,2023,Finance,Africa,Software,477546.55,442735.06,34811.49,332432.63,312057.96,20374.67,145113.92,130677.1,14436.82,12,USD
2023-03-01,2023-03,Mar 2023,2023,Finance,Africa,Hardware,424580.06,401297.95,23282.11,269386.12,246752.31,22633.81,155193.94,154545.64,648.3,17,USD
2023-03-01,2023-03,Mar 2023,2023,Finance,Africa,Consulting,529100.3,445128.14,83972.16,336424.85,321431.67,14993.18,192675.45,123696.47,68978.98,23,USD
2023-03-01,2023-03,Mar 2023,2023,Finance,Africa,Support Services,243795.51,212702.39,31093.12,166685.5,150582.87,16102.63,77110.01,62119.52,14990.49,3,USD
2023-03-01,2023-03,Mar 2023,2023,Finance,Africa,Training,243805.87,207003.56,36802.31,123668.84,135812.42,-12143.58,120137.03,71191.14,48945.89,16,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,North America,Software,297495.59,272994.85,24500.74,167878.73,177369.37,-9490.64,129616.86,95625.48,33991.38,12,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,North America,Hardware,524161.77,458599.81,65561.96,282648.24,302676.89,-20028.65,241513.53,155922.92,85590.61,9,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,North America,Consulting,284900.31,253865.58,31034.73,176091.77,164295.93,11795.84,108808.54,89569.65,19238.89,17,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,North America,Support Services,485822.89,429646.11,56176.78,285050.89,280190.44,4860.45,200772.0,149455.67,51316.33,4,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,North America,Training,169134.07,142365.11,26768.96,99444.13,101364.7,-1920.57,69689.94,41000.41,28689.53,10,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,Europe,Software,291917.71,249543.07,42374.64,147268.75,152445.62,-5176.87,144648.96,97097.45,47551.51,4,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,Europe,Hardware,512106.22,432471.11,79635.11,313627.17,324294.4,-10667.23,198479.05,108176.71,90302.34,22,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,Europe,Consulting,202315.67,189504.43,12811.24,144594.78,130222.03,14372.75,57720.89,59282.4,-1561.51,12,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,Europe,Support Services,191516.07,169276.57,22239.5,132982.84,123735.01,9247.83,58533.23,45541.56,12991.67,24,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,Europe,Training,111094.03,100814.04,10279.99,60596.36,62963.91,-2367.55,50497.67,37850.13,12647.54,18,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,Asia Pacific,Software,90126.53,83643.93,6482.6,57057.87,58806.1,-1748.23,33068.66,24837.83,8230.83,20,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,Asia Pacific,Hardware,126902.1,119213.38,7688.72,85383.71,77149.12,8234.59,41518.39,42064.26,-545.87,8,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,Asia Pacific,Consulting,534384.02,453775.62,80608.4,275753.19,292400.31,-16647.12,258630.83,161375.31,97255.52,21,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,Asia Pacific,Support Services,134514.61,120361.65,14152.96,89407.81,82615.07,6792.74,45106.8,37746.58,7360.22,9,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,Asia Pacific,Training,488067.35,418139.25,69928.1,310693.85,301176.99,9516.86,177373.5,116962.26,60411.24,7,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,Middle East,Software,134885.14,114872.48,20012.66,66978.52,69693.64,-2715.12,67906.62,45178.84,22727.78,16,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,Middle East,Hardware,98391.15,92183.29,6207.86,59950.99,66147.59,-6196.6,38440.16,26035.7,12404.46,5,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,Middle East,Consulting,241473.65,205771.6,35702.05,152143.96,137745.89,14398.07,89329.69,68025.71,21303.98,18,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,Middle East,Support Services,577406.52,492592.51,84814.01,307764.35,311874.7,-4110.35,269642.17,180717.81,88924.36,7,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,Middle East,Training,325221.83,309263.93,15957.9,240598.53,209701.03,30897.5,84623.3,99562.9,-14939.6,25,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,Africa,Software,499275.14,444803.33,54471.81,350941.25,332607.26,18333.99,148333.89,112196.07,36137.82,19,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,Africa,Hardware,377402.28,358081.01,19321.27,240546.26,258614.59,-18068.33,136856.02,99466.42,37389.6,14,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,Africa,Consulting,371922.94,314202.76,57720.18,221121.95,224187.97,-3066.02,150800.99,90014.79,60786.2,16,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,Africa,Support Services,514246.0,442731.68,71514.32,280993.43,273115.68,7877.75,233252.57,169616.0,63636.57,14,USD
2023-03-01,2023-03,Mar 2023,2023,Technology,Africa,Training,138521.81,118010.72,20511.09,76245.82,73965.05,2280.77,62275.99,44045.67,18230.32,24,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,North America,Software,355361.18,305536.56,49824.62,223687.83,213340.25,10347.58,131673.35,92196.31,39477.04,3,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,North America,Hardware,154215.35,145753.39,8461.96,98039.15,91706.58,6332.57,56176.2,54046.81,2129.39,14,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,North America,Consulting,212567.52,178641.33,33926.19,114091.84,123319.56,-9227.72,98475.68,55321.77,43153.91,9,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,North America,Support Services,289389.43,246669.31,42720.12,174785.53,158676.81,16108.72,114603.9,87992.5,26611.4,12,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,North America,Training,313340.91,287778.16,25562.75,223272.43,215378.47,7893.96,90068.48,72399.69,17668.79,24,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,Europe,Software,498276.75,437461.36,60815.39,306223.42,320328.62,-14105.2,192053.33,117132.74,74920.59,22,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,Europe,Hardware,412517.55,390178.25,22339.3,277843.18,250044.29,27798.89,134674.37,140133.96,-5459.59,17,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,Europe,Consulting,89392.7,83626.44,5766.26,55111.41,53069.49,2041.92,34281.29,30556.95,3724.34,24,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,Europe,Support Services,334860.08,284025.85,50834.23,186288.57,186057.96,230.61,148571.51,97967.89,50603.62,16,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,Europe,Training,572545.6,481553.7,90991.9,378849.82,351409.79,27440.03,193695.78,130143.91,63551.87,7,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,Asia Pacific,Software,173222.12,161618.58,11603.54,133082.58,117045.6,16036.98,40139.54,44572.98,-4433.44,20,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,Asia Pacific,Hardware,268188.68,239429.73,28758.95,152488.12,162388.77,-9900.65,115700.56,77040.96,38659.6,6,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,Asia Pacific,Consulting,473576.58,417770.03,55806.55,282946.31,269265.76,13680.55,190630.27,148504.27,42126.0,16,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,Asia Pacific,Support Services,395747.97,332055.03,63692.94,241065.1,219462.88,21602.22,154682.87,112592.15,42090.72,20,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,Asia Pacific,Training,426332.37,377736.96,48595.41,267902.43,262241.58,5660.85,158429.94,115495.38,42934.56,21,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,Middle East,Software,162762.5,153479.84,9282.66,98129.41,104825.21,-6695.8,64633.09,48654.63,15978.46,11,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,Middle East,Hardware,512682.01,472214.21,40467.8,401584.66,349759.53,51825.13,111097.35,122454.68,-11357.33,25,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,Middle East,Consulting,153189.36,140937.77,12251.59,108524.55,96782.56,11741.99,44664.81,44155.21,509.6,14,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,Middle East,Support Services,546317.21,489332.52,56984.69,345625.62,335533.77,10091.85,200691.59,153798.75,46892.84,22,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,Middle East,Training,147085.4,132314.49,14770.91,95255.9,95117.88,138.02,51829.5,37196.61,14632.89,12,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,Africa,Software,151542.19,136064.63,15477.56,83454.3,86232.65,-2778.35,68087.89,49831.98,18255.91,9,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,Africa,Hardware,94571.26,87840.92,6730.34,58781.62,59235.58,-453.96,35789.64,28605.34,7184.3,6,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,Africa,Consulting,311776.63,289372.42,22404.21,180912.77,181522.7,-609.93,130863.86,107849.72,23014.14,5,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,Africa,Support Services,186208.37,156468.33,29740.04,98850.19,105487.96,-6637.77,87358.18,50980.37,36377.81,19,USD
2023-04-01,2023-04,Apr 2023,2023,Sales,Africa,Training,451869.92,400240.63,51629.29,314251.75,291911.04,22340.71,137618.17,108329.59,29288.58,19,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,North America,Software,356080.5,303469.13,52611.37,227918.43,225949.08,1969.35,128162.07,77520.05,50642.02,16,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,North America,Hardware,175828.18,164034.48,11793.7,121861.12,116954.17,4906.95,53967.06,47080.31,6886.75,6,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,North America,Consulting,196258.76,172056.48,24202.28,125205.28,112348.38,12856.9,71053.48,59708.1,11345.38,18,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,North America,Support Services,565229.04,488141.15,77087.89,292702.11,305449.22,-12747.11,272526.93,182691.93,89835.0,19,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,North America,Training,335489.6,282756.04,52733.56,165506.08,171156.74,-5650.66,169983.52,111599.3,58384.22,6,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,Europe,Software,265348.94,248971.43,16377.51,195933.44,183441.04,12492.4,69415.5,65530.39,3885.11,8,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,Europe,Hardware,258342.09,242463.24,15878.85,153237.72,152979.05,258.67,105104.37,89484.19,15620.18,20,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,Europe,Consulting,507817.91,466419.73,41398.18,337254.04,324248.63,13005.41,170563.87,142171.1,28392.77,18,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,Europe,Support Services,127156.24,118701.19,8455.05,76854.65,73291.48,3563.17,50301.59,45409.71,4891.88,7,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,Europe,Training,218814.11,191022.09,27792.02,132748.55,135223.29,-2474.74,86065.56,55798.8,30266.76,18,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,Asia Pacific,Software,345471.12,314288.54,31182.58,248906.97,234123.32,14783.65,96564.15,80165.22,16398.93,23,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,Asia Pacific,Hardware,514057.28,452605.44,61451.84,319596.13,330319.46,-10723.33,194461.15,122285.98,72175.17,16,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,Asia Pacific,Consulting,424455.82,399256.4,25199.42,295565.7,279449.79,16115.91,128890.12,119806.61,9083.51,6,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,Asia Pacific,Support Services,397294.16,365991.74,31302.42,243065.45,235759.95,7305.5,154228.71,130231.79,23996.92,12,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,Asia Pacific,Training,339060.41,312136.68,26923.73,210927.59,231424.61,-20497.02,128132.82,80712.07,47420.75,25,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,Middle East,Software,189293.18,163132.38,26160.8,101755.76,111599.44,-9843.68,87537.42,51532.94,36004.48,3,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,Middle East,Hardware,505322.97,430368.8,74954.17,273197.66,287443.34,-14245.68,232125.31,142925.46,89199.85,22,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,Middle East,Consulting,320300.96,267516.03,52784.93,151033.37,163044.58,-12011.21,169267.59,104471.45,64796.14,17,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,Middle East,Support Services,377885.41,330825.33,47060.08,238299.4,212432.28,25867.12,139586.01,118393.05,21192.96,12,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,Middle East,Training,475438.09,432218.18,43219.91,315123.13,294873.24,20249.89,160314.96,137344.94,22970.02,16,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,Africa,Software,313503.77,265944.73,47559.04,182239.07,161983.12,20255.95,131264.7,103961.61,27303.09,12,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,Africa,Hardware,418109.79,368068.92,50040.87,293178.67,272364.29,20814.38,124931.12,95704.63,29226.49,23,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,Africa,Consulting,366849.56,324154.17,42695.39,216763.84,201028.34,15735.5,150085.72,123125.83,26959.89,20,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,Africa,Support Services,434346.91,380256.76,54090.15,271451.62,284012.51,-12560.89,162895.29,96244.25,66651.04,16,USD
2023-04-01,2023-04,Apr 2023,2023,Operations,Africa,Training,344127.62,303304.29,40823.33,194875.51,196950.35,-2074.84,149252.11,106353.94,42898.17,18,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,North America,Software,148144.61,128955.13,19189.48,86171.71,92036.73,-5865.02,61972.9,36918.4,25054.5,5,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,North America,Hardware,450233.41,424239.51,25993.9,291554.13,293197.43,-1643.3,158679.28,131042.08,27637.2,14,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,North America,Consulting,435678.39,374622.06,61056.33,270130.44,273031.3,-2900.86,165547.95,101590.76,63957.19,19,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,North America,Support Services,388883.5,360004.17,28879.33,229488.73,252048.6,-22559.87,159394.77,107955.57,51439.2,15,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,North America,Training,245420.02,204810.27,40609.75,134679.45,144015.61,-9336.16,110740.57,60794.66,49945.91,24,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,Europe,Software,181636.68,156188.7,25447.98,109236.48,103324.42,5912.06,72400.2,52864.28,19535.92,5,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,Europe,Hardware,227660.13,202400.41,25259.72,155027.52,145384.32,9643.2,72632.61,57016.09,15616.52,23,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,Europe,Consulting,450096.25,384080.78,66015.47,290948.97,270615.5,20333.47,159147.28,113465.28,45682.0,15,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,Europe,Support Services,398340.23,333903.4,64436.83,232336.32,209733.45,22602.87,166003.91,124169.95,41833.96,6,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,Europe,Training,325214.08,294884.06,30330.02,208323.6,192967.76,15355.84,116890.48,101916.3,14974.18,12,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,Asia Pacific,Software,442463.82,378659.46,63804.36,261945.29,251606.09,10339.2,180518.53,127053.37,53465.16,7,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,Asia Pacific,Hardware,430051.06,379428.56,50622.5,309101.25,272725.94,36375.31,120949.81,106702.62,14247.19,4,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,Asia Pacific,Consulting,445915.82,385159.31,60756.51,300239.96,268278.36,31961.6,145675.86,116880.95,28794.91,6,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,Asia Pacific,Support Services,106490.53,96820.79,9669.74,59083.96,61338.18,-2254.22,47406.57,35482.61,11923.96,4,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,Asia Pacific,Training,197500.22,172051.36,25448.86,101807.89,110294.68,-8486.79,95692.33,61756.68,33935.65,8,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,Middle East,Software,113047.1,95882.9,17164.2,68282.0,65673.79,2608.21,44765.1,30209.11,14555.99,17,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,Middle East,Hardware,497414.97,468889.51,28525.46,384695.05,349902.94,34792.11,112719.92,118986.57,-6266.65,21,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,Middle East,Consulting,93830.61,84519.51,9311.1,54871.28,51218.39,3652.89,38959.33,33301.12,5658.21,8,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,Middle East,Support Services,199881.74,189803.65,10078.09,153166.46,136118.42,17048.04,46715.28,53685.23,-6969.95,23,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,Middle East,Training,372364.86,347908.01,24456.85,292133.73,259176.18,32957.55,80231.13,88731.83,-8500.7,16,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,Africa,Software,209946.66,179202.82,30743.84,146416.89,129818.68,16598.21,63529.77,49384.14,14145.63,24,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,Africa,Hardware,494880.48,459617.51,35262.97,331402.75,308508.9,22893.85,163477.73,151108.61,12369.12,24,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,Africa,Consulting,424302.29,368166.62,56135.67,290609.94,262704.78,27905.16,133692.35,105461.84,28230.51,22,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,Africa,Support Services,552105.29,486199.57,65905.72,350742.34,363559.16,-12816.82,201362.95,122640.41,78722.54,15,USD
2023-04-01,2023-04,Apr 2023,2023,Marketing,Africa,Training,362428.01,336671.65,25756.36,246189.2,220343.99,25845.21,116238.81,116327.66,-88.85,12,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,North America,Software,157469.93,131361.08,26108.85,89583.34,83456.98,6126.36,67886.59,47904.1,19982.49,24,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,North America,Hardware,492936.18,422029.92,70906.26,229904.85,253677.04,-23772.19,263031.33,168352.88,94678.45,22,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,North America,Consulting,169107.89,147088.14,22019.75,110373.47,105693.03,4680.44,58734.42,41395.11,17339.31,5,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,North America,Support Services,217742.97,199376.37,18366.6,127284.93,120217.7,7067.23,90458.04,79158.67,11299.37,19,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,North America,Training,366636.46,328381.27,38255.19,246080.77,225582.39,20498.38,120555.69,102798.88,17756.81,9,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,Europe,Software,290640.09,265326.32,25313.77,172484.61,182428.61,-9944.0,118155.48,82897.71,35257.77,24,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,Europe,Hardware,121734.37,101721.09,20013.28,76678.4,71061.91,5616.49,45055.97,30659.18,14396.79,16,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,Europe,Consulting,436575.73,397316.94,39258.79,246765.81,247887.05,-1121.24,189809.92,149429.89,40380.03,5,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,Europe,Support Services,302827.02,269683.97,33143.05,184931.82,169422.75,15509.07,117895.2,100261.22,17633.98,17,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,Europe,Training,471837.65,420844.88,50992.77,282537.61,255168.86,27368.75,189300.04,165676.02,23624.02,7,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,Asia Pacific,Software,199720.22,174449.25,25270.97,112121.67,118718.18,-6596.51,87598.55,55731.07,31867.48,10,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,Asia Pacific,Hardware,297777.35,263351.09,34426.26,144512.55,158047.18,-13534.63,153264.8,105303.91,47960.89,9,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,Asia Pacific,Consulting,218270.58,192788.95,25481.63,152587.21,144107.07,8480.14,65683.37,48681.88,17001.49,8,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,Asia Pacific,Support Services,385077.1,347875.48,37201.62,208031.02,230262.77,-22231.75,177046.08,117612.71,59433.37,25,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,Asia Pacific,Training,360238.42,305472.32,54766.1,199804.28,216014.15,-16209.87,160434.14,89458.17,70975.97,5,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,Middle East,Software,355376.91,296160.38,59216.53,205687.78,196244.31,9443.47,149689.13,99916.07,49773.06,24,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,Middle East,Hardware,243984.93,211792.0,32192.93,147955.47,150015.57,-2060.1,96029.46,61776.43,34253.03,19,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,Middle East,Consulting,384744.67,350658.01,34086.66,282087.96,248086.26,34001.7,102656.71,102571.75,84.96,12,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,Middle East,Support Services,234291.07,198992.77,35298.3,136133.2,119955.89,16177.31,98157.87,79036.88,19120.99,9,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,Middle East,Training,157451.95,133273.73,24178.22,108744.16,96028.79,12715.37,48707.79,37244.94,11462.85,21,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,Africa,Software,250389.46,237045.47,13343.99,186768.69,172793.39,13975.3,63620.77,64252.08,-631.31,3,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,Africa,Hardware,485875.62,458645.6,27230.02,319871.96,317032.54,2839.42,166003.66,141613.06,24390.6,3,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,Africa,Consulting,385718.3,351693.72,34024.58,280055.03,263451.97,16603.06,105663.27,88241.75,17421.52,16,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,Africa,Support Services,470133.8,446616.26,23517.54,319192.75,295099.26,24093.49,150941.05,151517.0,-575.95,10,USD
2023-04-01,2023-04,Apr 2023,2023,Finance,Africa,Training,471901.38,403461.73,68439.65,256561.91,261693.44,-5131.53,215339.47,141768.29,73571.18,6,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,North America,Software,104133.46,88589.9,15543.56,65609.5,59801.94,5807.56,38523.96,28787.96,9736.0,25,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,North America,Hardware,493301.85,452603.67,40698.18,367921.06,334289.67,33631.39,125380.79,118314.0,7066.79,20,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,North America,Consulting,289842.51,258432.54,31409.97,165592.61,175182.47,-9589.86,124249.9,83250.07,40999.83,9,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,North America,Support Services,413763.14,367272.8,46490.34,247678.05,237946.18,9731.87,166085.09,129326.62,36758.47,17,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,North America,Training,328584.4,281195.47,47388.93,185260.34,205671.87,-20411.53,143324.06,75523.6,67800.46,18,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,Europe,Software,529542.1,473413.57,56128.53,334736.67,292008.19,42728.48,194805.43,181405.38,13400.05,20,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,Europe,Hardware,121750.59,105233.42,16517.17,71341.13,74434.1,-3092.97,50409.46,30799.32,19610.14,15,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,Europe,Consulting,232607.09,206295.59,26311.5,166310.58,148919.66,17390.92,66296.51,57375.93,8920.58,10,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,Europe,Support Services,529076.12,448950.64,80125.48,324598.94,328508.76,-3909.82,204477.18,120441.88,84035.3,13,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,Europe,Training,273529.47,242049.31,31480.16,164350.28,168157.53,-3807.25,109179.19,73891.78,35287.41,10,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,Asia Pacific,Software,337862.19,281936.67,55925.52,214704.62,191260.38,23444.24,123157.57,90676.29,32481.28,3,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,Asia Pacific,Hardware,552974.86,495107.52,57867.34,356208.5,358331.65,-2123.15,196766.36,136775.87,59990.49,13,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,Asia Pacific,Consulting,416056.7,352673.33,63383.37,233178.92,215085.24,18093.68,182877.78,137588.09,45289.69,11,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,Asia Pacific,Support Services,345895.89,327452.14,18443.75,216257.74,215558.1,699.64,129638.15,111894.04,17744.11,13,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,Asia Pacific,Training,285853.73,261341.07,24512.66,170918.99,168688.52,2230.47,114934.74,92652.55,22282.19,10,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,Middle East,Software,381930.02,357555.8,24374.22,212484.25,220842.1,-8357.85,169445.77,136713.7,32732.07,4,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,Middle East,Hardware,362664.92,326340.74,36324.18,234964.27,233033.59,1930.68,127700.65,93307.15,34393.5,17,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,Middle East,Consulting,210500.34,196912.39,13587.95,147696.58,144882.77,2813.81,62803.76,52029.62,10774.14,7,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,Middle East,Support Services,445492.21,375334.13,70158.08,258392.49,225230.56,33161.93,187099.72,150103.57,36996.15,16,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,Middle East,Training,151539.22,132918.75,18620.47,86240.14,81982.13,4258.01,65299.08,50936.62,14362.46,23,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,Africa,Software,502452.19,431168.6,71283.59,315249.1,295680.32,19568.78,187203.09,135488.28,51714.81,16,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,Africa,Hardware,379677.4,321735.97,57941.43,252844.83,236864.84,15979.99,126832.57,84871.13,41961.44,21,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,Africa,Consulting,441266.58,387119.96,54146.62,301328.08,280658.84,20669.24,139938.5,106461.12,33477.38,16,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,Africa,Support Services,180224.87,165947.44,14277.43,101639.85,110128.37,-8488.52,78585.02,55819.07,22765.95,19,USD
2023-04-01,2023-04,Apr 2023,2023,Technology,Africa,Training,127936.33,111017.89,16918.44,77626.5,77086.97,539.53,50309.83,33930.92,16378.91,7,USD
2023-05-01,2023-05,May 2023,2023,Sales,North America,Software,333650.49,331440.38,2210.11,205354.47,212319.53,-6965.06,128296.02,119120.85,9175.17,6,USD
2023-05-01,2023-05,May 2023,2023,Sales,North America,Hardware,380520.41,380203.88,316.53,279148.79,269281.67,9867.12,101371.62,110922.21,-9550.59,8,USD
2023-05-01,2023-05,May 2023,2023,Sales,North America,Consulting,362057.53,371602.96,-9545.43,294382.64,274528.19,19854.45,67674.89,97074.77,-29399.88,15,USD
2023-05-01,2023-05,May 2023,2023,Sales,North America,Support Services,369578.87,339426.35,30152.52,240979.56,232405.12,8574.44,128599.31,107021.23,21578.08,22,USD
2023-05-01,2023-05,May 2023,2023,Sales,North America,Training,391549.91,404719.66,-13169.75,282304.98,274184.21,8120.77,109244.93,130535.45,-21290.52,22,USD
